"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","PPP","TOT","NATUSD","A","1960",0.700946,
"AUS","PPP","TOT","NATUSD","A","1961",0.701324,
"AUS","PPP","TOT","NATUSD","A","1962",0.68799,
"AUS","PPP","TOT","NATUSD","A","1963",0.698321,
"AUS","PPP","TOT","NATUSD","A","1964",0.708346,
"AUS","PPP","TOT","NATUSD","A","1965",0.705945,
"AUS","PPP","TOT","NATUSD","A","1966",0.70894,
"AUS","PPP","TOT","NATUSD","A","1967",0.711321,
"AUS","PPP","TOT","NATUSD","A","1968",0.70353,
"AUS","PPP","TOT","NATUSD","A","1969",0.70688,
"AUS","PPP","TOT","NATUSD","A","1970",0.686261,
"AUS","PPP","TOT","NATUSD","A","1971",0.694942,
"AUS","PPP","TOT","NATUSD","A","1972",0.714067,
"AUS","PPP","TOT","NATUSD","A","1973",0.765998,
"AUS","PPP","TOT","NATUSD","A","1974",0.82597,
"AUS","PPP","TOT","NATUSD","A","1975",0.861102,
"AUS","PPP","TOT","NATUSD","A","1976",0.923084,
"AUS","PPP","TOT","NATUSD","A","1977",0.953319,
"AUS","PPP","TOT","NATUSD","A","1978",0.963399,
"AUS","PPP","TOT","NATUSD","A","1979",0.976206,
"AUS","PPP","TOT","NATUSD","A","1980",0.983374,
"AUS","PPP","TOT","NATUSD","A","1981",0.986999,
"AUS","PPP","TOT","NATUSD","A","1982",1.041834,
"AUS","PPP","TOT","NATUSD","A","1983",1.088037,
"AUS","PPP","TOT","NATUSD","A","1984",1.111997,
"AUS","PPP","TOT","NATUSD","A","1985",1.139238,
"AUS","PPP","TOT","NATUSD","A","1986",1.192902,
"AUS","PPP","TOT","NATUSD","A","1987",1.243812,
"AUS","PPP","TOT","NATUSD","A","1988",1.301665,
"AUS","PPP","TOT","NATUSD","A","1989",1.350717,
"AUS","PPP","TOT","NATUSD","A","1990",1.365519,
"AUS","PPP","TOT","NATUSD","A","1991",1.348412,
"AUS","PPP","TOT","NATUSD","A","1992",1.32855,
"AUS","PPP","TOT","NATUSD","A","1993",1.312794,
"AUS","PPP","TOT","NATUSD","A","1994",1.301014,
"AUS","PPP","TOT","NATUSD","A","1995",1.310865,
"AUS","PPP","TOT","NATUSD","A","1996",1.312182,
"AUS","PPP","TOT","NATUSD","A","1997",1.308112,
"AUS","PPP","TOT","NATUSD","A","1998",1.3003,
"AUS","PPP","TOT","NATUSD","A","1999",1.29695,
"AUS","PPP","TOT","NATUSD","A","2000",1.311473,
"AUS","PPP","TOT","NATUSD","A","2001",1.326806,
"AUS","PPP","TOT","NATUSD","A","2002",1.33649,
"AUS","PPP","TOT","NATUSD","A","2003",1.353924,
"AUS","PPP","TOT","NATUSD","A","2004",1.366397,
"AUS","PPP","TOT","NATUSD","A","2005",1.388356,
"AUS","PPP","TOT","NATUSD","A","2006",1.404001,
"AUS","PPP","TOT","NATUSD","A","2007",1.427582,
"AUS","PPP","TOT","NATUSD","A","2008",1.479073,
"AUS","PPP","TOT","NATUSD","A","2009",1.441497,
"AUS","PPP","TOT","NATUSD","A","2010",1.502766,
"AUS","PPP","TOT","NATUSD","A","2011",1.511052,
"AUS","PPP","TOT","NATUSD","A","2012",1.540115,
"AUS","PPP","TOT","NATUSD","A","2013",1.447123,
"AUS","PPP","TOT","NATUSD","A","2014",1.452489,
"AUS","PPP","TOT","NATUSD","A","2015",1.473691,
"AUS","PPP","TOT","NATUSD","A","2016",1.450156,
"AUS","PPP","TOT","NATUSD","A","2017",1.477553,
"AUS","PPP","TOT","NATUSD","A","2018",1.472427,
"AUS","PPP","TOT","NATUSD","A","2019",1.474643,
"AUS","PPP","TOT","NATUSD","A","2020",1.471741,
"AUT","PPP","TOT","NATUSD","A","1960",0.96508,
"AUT","PPP","TOT","NATUSD","A","1961",1.006974,
"AUT","PPP","TOT","NATUSD","A","1962",1.02202,
"AUT","PPP","TOT","NATUSD","A","1963",1.043092,
"AUT","PPP","TOT","NATUSD","A","1964",1.058072,
"AUT","PPP","TOT","NATUSD","A","1965",1.087932,
"AUT","PPP","TOT","NATUSD","A","1966",1.084075,
"AUT","PPP","TOT","NATUSD","A","1967",1.088047,
"AUT","PPP","TOT","NATUSD","A","1968",1.067039,
"AUT","PPP","TOT","NATUSD","A","1969",1.042291,
"AUT","PPP","TOT","NATUSD","A","1970",1.018336,
"AUT","PPP","TOT","NATUSD","A","1971",1.029356,
"AUT","PPP","TOT","NATUSD","A","1972",1.061692,
"AUT","PPP","TOT","NATUSD","A","1973",1.087549,
"AUT","PPP","TOT","NATUSD","A","1974",1.092555,
"AUT","PPP","TOT","NATUSD","A","1975",1.064493,
"AUT","PPP","TOT","NATUSD","A","1976",1.065734,
"AUT","PPP","TOT","NATUSD","A","1977",1.055553,
"AUT","PPP","TOT","NATUSD","A","1978",1.045289,
"AUT","PPP","TOT","NATUSD","A","1979",1.004922,
"AUT","PPP","TOT","NATUSD","A","1980",0.973102,
"AUT","PPP","TOT","NATUSD","A","1981",0.948695,
"AUT","PPP","TOT","NATUSD","A","1982",0.941342,
"AUT","PPP","TOT","NATUSD","A","1983",0.93732,
"AUT","PPP","TOT","NATUSD","A","1984",0.949461,
"AUT","PPP","TOT","NATUSD","A","1985",0.947626,
"AUT","PPP","TOT","NATUSD","A","1986",0.956331,
"AUT","PPP","TOT","NATUSD","A","1987",0.955999,
"AUT","PPP","TOT","NATUSD","A","1988",0.937525,
"AUT","PPP","TOT","NATUSD","A","1989",0.928904,
"AUT","PPP","TOT","NATUSD","A","1990",0.922246,
"AUT","PPP","TOT","NATUSD","A","1991",0.924566,
"AUT","PPP","TOT","NATUSD","A","1992",0.935415,
"AUT","PPP","TOT","NATUSD","A","1993",0.938959,
"AUT","PPP","TOT","NATUSD","A","1994",0.94254,
"AUT","PPP","TOT","NATUSD","A","1995",0.939929,
"AUT","PPP","TOT","NATUSD","A","1996",0.936118,
"AUT","PPP","TOT","NATUSD","A","1997",0.931829,
"AUT","PPP","TOT","NATUSD","A","1998",0.922801,
"AUT","PPP","TOT","NATUSD","A","1999",0.923906,
"AUT","PPP","TOT","NATUSD","A","2000",0.907226,
"AUT","PPP","TOT","NATUSD","A","2001",0.922769,
"AUT","PPP","TOT","NATUSD","A","2002",0.899797,
"AUT","PPP","TOT","NATUSD","A","2003",0.889084,
"AUT","PPP","TOT","NATUSD","A","2004",0.878806,
"AUT","PPP","TOT","NATUSD","A","2005",0.881939,
"AUT","PPP","TOT","NATUSD","A","2006",0.861176,
"AUT","PPP","TOT","NATUSD","A","2007",0.869233,
"AUT","PPP","TOT","NATUSD","A","2008",0.854424,
"AUT","PPP","TOT","NATUSD","A","2009",0.843111,
"AUT","PPP","TOT","NATUSD","A","2010",0.841548,
"AUT","PPP","TOT","NATUSD","A","2011",0.831374,
"AUT","PPP","TOT","NATUSD","A","2012",0.813648,
"AUT","PPP","TOT","NATUSD","A","2013",0.797081,
"AUT","PPP","TOT","NATUSD","A","2014",0.798797,
"AUT","PPP","TOT","NATUSD","A","2015",0.798813,
"AUT","PPP","TOT","NATUSD","A","2016",0.776931,
"AUT","PPP","TOT","NATUSD","A","2017",0.775009,
"AUT","PPP","TOT","NATUSD","A","2018",0.764069,
"AUT","PPP","TOT","NATUSD","A","2019",0.763387,
"AUT","PPP","TOT","NATUSD","A","2020",0.764401,
"BEL","PPP","TOT","NATUSD","A","1960",0.861825,
"BEL","PPP","TOT","NATUSD","A","1961",0.863464,
"BEL","PPP","TOT","NATUSD","A","1962",0.857953,
"BEL","PPP","TOT","NATUSD","A","1963",0.871225,
"BEL","PPP","TOT","NATUSD","A","1964",0.895709,
"BEL","PPP","TOT","NATUSD","A","1965",0.9168,
"BEL","PPP","TOT","NATUSD","A","1966",0.922523,
"BEL","PPP","TOT","NATUSD","A","1967",0.925407,
"BEL","PPP","TOT","NATUSD","A","1968",0.905811,
"BEL","PPP","TOT","NATUSD","A","1969",0.89597,
"BEL","PPP","TOT","NATUSD","A","1970",0.889389,
"BEL","PPP","TOT","NATUSD","A","1971",0.893837,
"BEL","PPP","TOT","NATUSD","A","1972",0.911276,
"BEL","PPP","TOT","NATUSD","A","1973",0.924997,
"BEL","PPP","TOT","NATUSD","A","1974",0.955236,
"BEL","PPP","TOT","NATUSD","A","1975",0.980555,
"BEL","PPP","TOT","NATUSD","A","1976",0.999811,
"BEL","PPP","TOT","NATUSD","A","1977",1.011716,
"BEL","PPP","TOT","NATUSD","A","1978",0.98704,
"BEL","PPP","TOT","NATUSD","A","1979",0.952485,
"BEL","PPP","TOT","NATUSD","A","1980",0.909315,
"BEL","PPP","TOT","NATUSD","A","1981",0.873403,
"BEL","PPP","TOT","NATUSD","A","1982",0.884855,
"BEL","PPP","TOT","NATUSD","A","1983",0.899298,
"BEL","PPP","TOT","NATUSD","A","1984",0.91519,
"BEL","PPP","TOT","NATUSD","A","1985",0.92819,
"BEL","PPP","TOT","NATUSD","A","1986",0.935313,
"BEL","PPP","TOT","NATUSD","A","1987",0.928117,
"BEL","PPP","TOT","NATUSD","A","1988",0.915938,
"BEL","PPP","TOT","NATUSD","A","1989",0.923669,
"BEL","PPP","TOT","NATUSD","A","1990",0.915381,
"BEL","PPP","TOT","NATUSD","A","1991",0.910908,
"BEL","PPP","TOT","NATUSD","A","1992",0.921111,
"BEL","PPP","TOT","NATUSD","A","1993",0.935723,
"BEL","PPP","TOT","NATUSD","A","1994",0.935347,
"BEL","PPP","TOT","NATUSD","A","1995",0.927321,
"BEL","PPP","TOT","NATUSD","A","1996",0.929897,
"BEL","PPP","TOT","NATUSD","A","1997",0.927803,
"BEL","PPP","TOT","NATUSD","A","1998",0.935637,
"BEL","PPP","TOT","NATUSD","A","1999",0.931348,
"BEL","PPP","TOT","NATUSD","A","2000",0.899723,
"BEL","PPP","TOT","NATUSD","A","2001",0.892244,
"BEL","PPP","TOT","NATUSD","A","2002",0.8733,
"BEL","PPP","TOT","NATUSD","A","2003",0.877016,
"BEL","PPP","TOT","NATUSD","A","2004",0.889063,
"BEL","PPP","TOT","NATUSD","A","2005",0.891788,
"BEL","PPP","TOT","NATUSD","A","2006",0.87544,
"BEL","PPP","TOT","NATUSD","A","2007",0.880041,
"BEL","PPP","TOT","NATUSD","A","2008",0.86694,
"BEL","PPP","TOT","NATUSD","A","2009",0.849484,
"BEL","PPP","TOT","NATUSD","A","2010",0.835934,
"BEL","PPP","TOT","NATUSD","A","2011",0.831911,
"BEL","PPP","TOT","NATUSD","A","2012",0.822137,
"BEL","PPP","TOT","NATUSD","A","2013",0.806166,
"BEL","PPP","TOT","NATUSD","A","2014",0.800214,
"BEL","PPP","TOT","NATUSD","A","2015",0.799998,
"BEL","PPP","TOT","NATUSD","A","2016",0.781011,
"BEL","PPP","TOT","NATUSD","A","2017",0.775634,
"BEL","PPP","TOT","NATUSD","A","2018",0.765017,
"BEL","PPP","TOT","NATUSD","A","2019",0.757838,
"BEL","PPP","TOT","NATUSD","A","2020",0.75128,
"CAN","PPP","TOT","NATUSD","A","1960",0.953324,
"CAN","PPP","TOT","NATUSD","A","1961",0.94867,
"CAN","PPP","TOT","NATUSD","A","1962",0.941626,
"CAN","PPP","TOT","NATUSD","A","1963",0.948107,
"CAN","PPP","TOT","NATUSD","A","1964",0.957314,
"CAN","PPP","TOT","NATUSD","A","1965",0.963874,
"CAN","PPP","TOT","NATUSD","A","1966",0.977764,
"CAN","PPP","TOT","NATUSD","A","1967",0.992304,
"CAN","PPP","TOT","NATUSD","A","1968",0.980698,
"CAN","PPP","TOT","NATUSD","A","1969",0.97448,
"CAN","PPP","TOT","NATUSD","A","1970",0.937055,
"CAN","PPP","TOT","NATUSD","A","1971",0.936285,
"CAN","PPP","TOT","NATUSD","A","1972",0.94972,
"CAN","PPP","TOT","NATUSD","A","1973",0.987079,
"CAN","PPP","TOT","NATUSD","A","1974",1.043033,
"CAN","PPP","TOT","NATUSD","A","1975",1.058177,
"CAN","PPP","TOT","NATUSD","A","1976",1.096064,
"CAN","PPP","TOT","NATUSD","A","1977",1.102113,
"CAN","PPP","TOT","NATUSD","A","1978",1.099866,
"CAN","PPP","TOT","NATUSD","A","1979",1.117303,
"CAN","PPP","TOT","NATUSD","A","1980",1.12581,
"CAN","PPP","TOT","NATUSD","A","1981",1.134429,
"CAN","PPP","TOT","NATUSD","A","1982",1.162983,
"CAN","PPP","TOT","NATUSD","A","1983",1.183882,
"CAN","PPP","TOT","NATUSD","A","1984",1.183059,
"CAN","PPP","TOT","NATUSD","A","1985",1.18508,
"CAN","PPP","TOT","NATUSD","A","1986",1.197798,
"CAN","PPP","TOT","NATUSD","A","1987",1.224895,
"CAN","PPP","TOT","NATUSD","A","1988",1.236884,
"CAN","PPP","TOT","NATUSD","A","1989",1.246188,
"CAN","PPP","TOT","NATUSD","A","1990",1.241965,
"CAN","PPP","TOT","NATUSD","A","1991",1.237998,
"CAN","PPP","TOT","NATUSD","A","1992",1.228098,
"CAN","PPP","TOT","NATUSD","A","1993",1.215102,
"CAN","PPP","TOT","NATUSD","A","1994",1.20701,
"CAN","PPP","TOT","NATUSD","A","1995",1.208841,
"CAN","PPP","TOT","NATUSD","A","1996",1.207821,
"CAN","PPP","TOT","NATUSD","A","1997",1.200974,
"CAN","PPP","TOT","NATUSD","A","1998",1.185448,
"CAN","PPP","TOT","NATUSD","A","1999",1.19081,
"CAN","PPP","TOT","NATUSD","A","2000",1.227563,
"CAN","PPP","TOT","NATUSD","A","2001",1.221139,
"CAN","PPP","TOT","NATUSD","A","2002",1.229333,
"CAN","PPP","TOT","NATUSD","A","2003",1.226338,
"CAN","PPP","TOT","NATUSD","A","2004",1.233195,
"CAN","PPP","TOT","NATUSD","A","2005",1.213644,
"CAN","PPP","TOT","NATUSD","A","2006",1.205778,
"CAN","PPP","TOT","NATUSD","A","2007",1.212706,
"CAN","PPP","TOT","NATUSD","A","2008",1.23439,
"CAN","PPP","TOT","NATUSD","A","2009",1.201369,
"CAN","PPP","TOT","NATUSD","A","2010",1.221371,
"CAN","PPP","TOT","NATUSD","A","2011",1.239904,
"CAN","PPP","TOT","NATUSD","A","2012",1.244607,
"CAN","PPP","TOT","NATUSD","A","2013",1.224,
"CAN","PPP","TOT","NATUSD","A","2014",1.230358,
"CAN","PPP","TOT","NATUSD","A","2015",1.248042,
"CAN","PPP","TOT","NATUSD","A","2016",1.207045,
"CAN","PPP","TOT","NATUSD","A","2017",1.212304,
"CAN","PPP","TOT","NATUSD","A","2018",1.198165,
"CAN","PPP","TOT","NATUSD","A","2019",1.213289,
"CAN","PPP","TOT","NATUSD","A","2020",1.206376,
"CZE","PPP","TOT","NATUSD","A","1990",5.539975,
"CZE","PPP","TOT","NATUSD","A","1991",7.298217,
"CZE","PPP","TOT","NATUSD","A","1992",8.017368,
"CZE","PPP","TOT","NATUSD","A","1993",9.47718,
"CZE","PPP","TOT","NATUSD","A","1994",10.424254,
"CZE","PPP","TOT","NATUSD","A","1995",11.179863,
"CZE","PPP","TOT","NATUSD","A","1996",12.101799,
"CZE","PPP","TOT","NATUSD","A","1997",12.907649,
"CZE","PPP","TOT","NATUSD","A","1998",13.987701,
"CZE","PPP","TOT","NATUSD","A","1999",14.22935,
"CZE","PPP","TOT","NATUSD","A","2000",14.326189,
"CZE","PPP","TOT","NATUSD","A","2001",14.320106,
"CZE","PPP","TOT","NATUSD","A","2002",14.458321,
"CZE","PPP","TOT","NATUSD","A","2003",14.19064,
"CZE","PPP","TOT","NATUSD","A","2004",14.438093,
"CZE","PPP","TOT","NATUSD","A","2005",14.562493,
"CZE","PPP","TOT","NATUSD","A","2006",14.433858,
"CZE","PPP","TOT","NATUSD","A","2007",14.276106,
"CZE","PPP","TOT","NATUSD","A","2008",13.916713,
"CZE","PPP","TOT","NATUSD","A","2009",13.628403,
"CZE","PPP","TOT","NATUSD","A","2010",13.661572,
"CZE","PPP","TOT","NATUSD","A","2011",13.345305,
"CZE","PPP","TOT","NATUSD","A","2012",13.297699,
"CZE","PPP","TOT","NATUSD","A","2013",12.785271,
"CZE","PPP","TOT","NATUSD","A","2014",12.70321,
"CZE","PPP","TOT","NATUSD","A","2015",12.93798,
"CZE","PPP","TOT","NATUSD","A","2016",12.576343,
"CZE","PPP","TOT","NATUSD","A","2017",12.424986,
"CZE","PPP","TOT","NATUSD","A","2018",12.37195,
"CZE","PPP","TOT","NATUSD","A","2019",12.526003,
"CZE","PPP","TOT","NATUSD","A","2020",12.658097,
"DNK","PPP","TOT","NATUSD","A","1960",3.941534,
"DNK","PPP","TOT","NATUSD","A","1961",4.071686,
"DNK","PPP","TOT","NATUSD","A","1962",4.244655,
"DNK","PPP","TOT","NATUSD","A","1963",4.424863,
"DNK","PPP","TOT","NATUSD","A","1964",4.547297,
"DNK","PPP","TOT","NATUSD","A","1965",4.752777,
"DNK","PPP","TOT","NATUSD","A","1966",4.957231,
"DNK","PPP","TOT","NATUSD","A","1967",5.110157,
"DNK","PPP","TOT","NATUSD","A","1968",5.208318,
"DNK","PPP","TOT","NATUSD","A","1969",5.28073,
"DNK","PPP","TOT","NATUSD","A","1970",6.119382,
"DNK","PPP","TOT","NATUSD","A","1971",6.2578,
"DNK","PPP","TOT","NATUSD","A","1972",6.574424,
"DNK","PPP","TOT","NATUSD","A","1973",6.89482,
"DNK","PPP","TOT","NATUSD","A","1974",7.164781,
"DNK","PPP","TOT","NATUSD","A","1975",7.433187,
"DNK","PPP","TOT","NATUSD","A","1976",7.706318,
"DNK","PPP","TOT","NATUSD","A","1977",7.899497,
"DNK","PPP","TOT","NATUSD","A","1978",8.041267,
"DNK","PPP","TOT","NATUSD","A","1979",7.950082,
"DNK","PPP","TOT","NATUSD","A","1980",7.933859,
"DNK","PPP","TOT","NATUSD","A","1981",8.023139,
"DNK","PPP","TOT","NATUSD","A","1982",8.322845,
"DNK","PPP","TOT","NATUSD","A","1983",8.600688,
"DNK","PPP","TOT","NATUSD","A","1984",8.795905,
"DNK","PPP","TOT","NATUSD","A","1985",8.892125,
"DNK","PPP","TOT","NATUSD","A","1986",8.918422,
"DNK","PPP","TOT","NATUSD","A","1987",9.117047,
"DNK","PPP","TOT","NATUSD","A","1988",9.153782,
"DNK","PPP","TOT","NATUSD","A","1989",9.245826,
"DNK","PPP","TOT","NATUSD","A","1990",9.144147,
"DNK","PPP","TOT","NATUSD","A","1991",9.080259,
"DNK","PPP","TOT","NATUSD","A","1992",9.02495,
"DNK","PPP","TOT","NATUSD","A","1993",8.867198,
"DNK","PPP","TOT","NATUSD","A","1994",8.817723,
"DNK","PPP","TOT","NATUSD","A","1995",8.747383,
"DNK","PPP","TOT","NATUSD","A","1996",8.728955,
"DNK","PPP","TOT","NATUSD","A","1997",8.702545,
"DNK","PPP","TOT","NATUSD","A","1998",8.662036,
"DNK","PPP","TOT","NATUSD","A","1999",8.752578,
"DNK","PPP","TOT","NATUSD","A","2000",8.667529,
"DNK","PPP","TOT","NATUSD","A","2001",8.690645,
"DNK","PPP","TOT","NATUSD","A","2002",8.561606,
"DNK","PPP","TOT","NATUSD","A","2003",8.656778,
"DNK","PPP","TOT","NATUSD","A","2004",8.466842,
"DNK","PPP","TOT","NATUSD","A","2005",8.569438,
"DNK","PPP","TOT","NATUSD","A","2006",8.298208,
"DNK","PPP","TOT","NATUSD","A","2007",8.172364,
"DNK","PPP","TOT","NATUSD","A","2008",7.944128,
"DNK","PPP","TOT","NATUSD","A","2009",7.725447,
"DNK","PPP","TOT","NATUSD","A","2010",7.585045,
"DNK","PPP","TOT","NATUSD","A","2011",7.466492,
"DNK","PPP","TOT","NATUSD","A","2012",7.564136,
"DNK","PPP","TOT","NATUSD","A","2013",7.354846,
"DNK","PPP","TOT","NATUSD","A","2014",7.328674,
"DNK","PPP","TOT","NATUSD","A","2015",7.305357,
"DNK","PPP","TOT","NATUSD","A","2016",7.079856,
"DNK","PPP","TOT","NATUSD","A","2017",6.871679,
"DNK","PPP","TOT","NATUSD","A","2018",6.7691,
"DNK","PPP","TOT","NATUSD","A","2019",6.655992,
"DNK","PPP","TOT","NATUSD","A","2020",6.597435,
"FIN","PPP","TOT","NATUSD","A","1960",0.381996,
"FIN","PPP","TOT","NATUSD","A","1961",0.398527,
"FIN","PPP","TOT","NATUSD","A","1962",0.405087,
"FIN","PPP","TOT","NATUSD","A","1963",0.419786,
"FIN","PPP","TOT","NATUSD","A","1964",0.441983,
"FIN","PPP","TOT","NATUSD","A","1965",0.451572,
"FIN","PPP","TOT","NATUSD","A","1966",0.456959,
"FIN","PPP","TOT","NATUSD","A","1967",0.476907,
"FIN","PPP","TOT","NATUSD","A","1968",0.509659,
"FIN","PPP","TOT","NATUSD","A","1969",0.504703,
"FIN","PPP","TOT","NATUSD","A","1970",0.516094,
"FIN","PPP","TOT","NATUSD","A","1971",0.527367,
"FIN","PPP","TOT","NATUSD","A","1972",0.54719,
"FIN","PPP","TOT","NATUSD","A","1973",0.590206,
"FIN","PPP","TOT","NATUSD","A","1974",0.660992,
"FIN","PPP","TOT","NATUSD","A","1975",0.687038,
"FIN","PPP","TOT","NATUSD","A","1976",0.736668,
"FIN","PPP","TOT","NATUSD","A","1977",0.758899,
"FIN","PPP","TOT","NATUSD","A","1978",0.76188,
"FIN","PPP","TOT","NATUSD","A","1979",0.761939,
"FIN","PPP","TOT","NATUSD","A","1980",0.766149,
"FIN","PPP","TOT","NATUSD","A","1981",0.781349,
"FIN","PPP","TOT","NATUSD","A","1982",0.802495,
"FIN","PPP","TOT","NATUSD","A","1983",0.835498,
"FIN","PPP","TOT","NATUSD","A","1984",0.874486,
"FIN","PPP","TOT","NATUSD","A","1985",0.891898,
"FIN","PPP","TOT","NATUSD","A","1986",0.915821,
"FIN","PPP","TOT","NATUSD","A","1987",0.932012,
"FIN","PPP","TOT","NATUSD","A","1988",0.969424,
"FIN","PPP","TOT","NATUSD","A","1989",0.993769,
"FIN","PPP","TOT","NATUSD","A","1990",1.007679,
"FIN","PPP","TOT","NATUSD","A","1991",0.989452,
"FIN","PPP","TOT","NATUSD","A","1992",0.975994,
"FIN","PPP","TOT","NATUSD","A","1993",0.970241,
"FIN","PPP","TOT","NATUSD","A","1994",0.967486,
"FIN","PPP","TOT","NATUSD","A","1995",0.987427,
"FIN","PPP","TOT","NATUSD","A","1996",0.994102,
"FIN","PPP","TOT","NATUSD","A","1997",0.989515,
"FIN","PPP","TOT","NATUSD","A","1998",0.991565,
"FIN","PPP","TOT","NATUSD","A","1999",0.992037,
"FIN","PPP","TOT","NATUSD","A","2000",0.983695,
"FIN","PPP","TOT","NATUSD","A","2001",1.002505,
"FIN","PPP","TOT","NATUSD","A","2002",0.998133,
"FIN","PPP","TOT","NATUSD","A","2003",1.003035,
"FIN","PPP","TOT","NATUSD","A","2004",0.974018,
"FIN","PPP","TOT","NATUSD","A","2005",0.979424,
"FIN","PPP","TOT","NATUSD","A","2006",0.95414,
"FIN","PPP","TOT","NATUSD","A","2007",0.935952,
"FIN","PPP","TOT","NATUSD","A","2008",0.912125,
"FIN","PPP","TOT","NATUSD","A","2009",0.895842,
"FIN","PPP","TOT","NATUSD","A","2010",0.899789,
"FIN","PPP","TOT","NATUSD","A","2011",0.898068,
"FIN","PPP","TOT","NATUSD","A","2012",0.908495,
"FIN","PPP","TOT","NATUSD","A","2013",0.905357,
"FIN","PPP","TOT","NATUSD","A","2014",0.90721,
"FIN","PPP","TOT","NATUSD","A","2015",0.907748,
"FIN","PPP","TOT","NATUSD","A","2016",0.880895,
"FIN","PPP","TOT","NATUSD","A","2017",0.863657,
"FIN","PPP","TOT","NATUSD","A","2018",0.851582,
"FIN","PPP","TOT","NATUSD","A","2019",0.843984,
"FIN","PPP","TOT","NATUSD","A","2020",0.840403,
"FRA","PPP","TOT","NATUSD","A","1960",0.555651,
"FRA","PPP","TOT","NATUSD","A","1961",0.568996,
"FRA","PPP","TOT","NATUSD","A","1962",0.58225,
"FRA","PPP","TOT","NATUSD","A","1963",0.610652,
"FRA","PPP","TOT","NATUSD","A","1964",0.624771,
"FRA","PPP","TOT","NATUSD","A","1965",0.624415,
"FRA","PPP","TOT","NATUSD","A","1966",0.620819,
"FRA","PPP","TOT","NATUSD","A","1967",0.622692,
"FRA","PPP","TOT","NATUSD","A","1968",0.619051,
"FRA","PPP","TOT","NATUSD","A","1969",0.62729,
"FRA","PPP","TOT","NATUSD","A","1970",0.65674,
"FRA","PPP","TOT","NATUSD","A","1971",0.661935,
"FRA","PPP","TOT","NATUSD","A","1972",0.677685,
"FRA","PPP","TOT","NATUSD","A","1973",0.692974,
"FRA","PPP","TOT","NATUSD","A","1974",0.71099,
"FRA","PPP","TOT","NATUSD","A","1975",0.740212,
"FRA","PPP","TOT","NATUSD","A","1976",0.777017,
"FRA","PPP","TOT","NATUSD","A","1977",0.795758,
"FRA","PPP","TOT","NATUSD","A","1978",0.812451,
"FRA","PPP","TOT","NATUSD","A","1979",0.827558,
"FRA","PPP","TOT","NATUSD","A","1980",0.847701,
"FRA","PPP","TOT","NATUSD","A","1981",0.864969,
"FRA","PPP","TOT","NATUSD","A","1982",0.913167,
"FRA","PPP","TOT","NATUSD","A","1983",0.963551,
"FRA","PPP","TOT","NATUSD","A","1984",0.995727,
"FRA","PPP","TOT","NATUSD","A","1985",1.017843,
"FRA","PPP","TOT","NATUSD","A","1986",1.048187,
"FRA","PPP","TOT","NATUSD","A","1987",1.048017,
"FRA","PPP","TOT","NATUSD","A","1988",1.044636,
"FRA","PPP","TOT","NATUSD","A","1989",1.038252,
"FRA","PPP","TOT","NATUSD","A","1990",1.027381,
"FRA","PPP","TOT","NATUSD","A","1991",1.019087,
"FRA","PPP","TOT","NATUSD","A","1992",1.015979,
"FRA","PPP","TOT","NATUSD","A","1993",1.008578,
"FRA","PPP","TOT","NATUSD","A","1994",0.996625,
"FRA","PPP","TOT","NATUSD","A","1995",0.987135,
"FRA","PPP","TOT","NATUSD","A","1996",0.983624,
"FRA","PPP","TOT","NATUSD","A","1997",0.969551,
"FRA","PPP","TOT","NATUSD","A","1998",0.961614,
"FRA","PPP","TOT","NATUSD","A","1999",0.952721,
"FRA","PPP","TOT","NATUSD","A","2000",0.929965,
"FRA","PPP","TOT","NATUSD","A","2001",0.911554,
"FRA","PPP","TOT","NATUSD","A","2002",0.900678,
"FRA","PPP","TOT","NATUSD","A","2003",0.930853,
"FRA","PPP","TOT","NATUSD","A","2004",0.935902,
"FRA","PPP","TOT","NATUSD","A","2005",0.916458,
"FRA","PPP","TOT","NATUSD","A","2006",0.895886,
"FRA","PPP","TOT","NATUSD","A","2007",0.889851,
"FRA","PPP","TOT","NATUSD","A","2008",0.881874,
"FRA","PPP","TOT","NATUSD","A","2009",0.862331,
"FRA","PPP","TOT","NATUSD","A","2010",0.85398,
"FRA","PPP","TOT","NATUSD","A","2011",0.841361,
"FRA","PPP","TOT","NATUSD","A","2012",0.844301,
"FRA","PPP","TOT","NATUSD","A","2013",0.811643,
"FRA","PPP","TOT","NATUSD","A","2014",0.807565,
"FRA","PPP","TOT","NATUSD","A","2015",0.808694,
"FRA","PPP","TOT","NATUSD","A","2016",0.780044,
"FRA","PPP","TOT","NATUSD","A","2017",0.770109,
"FRA","PPP","TOT","NATUSD","A","2018",0.755451,
"FRA","PPP","TOT","NATUSD","A","2019",0.730512,
"FRA","PPP","TOT","NATUSD","A","2020",0.731532,
"DEU","PPP","TOT","NATUSD","A","1960",1.242774,
"DEU","PPP","TOT","NATUSD","A","1961",1.288992,
"DEU","PPP","TOT","NATUSD","A","1962",1.309573,
"DEU","PPP","TOT","NATUSD","A","1963",1.330448,
"DEU","PPP","TOT","NATUSD","A","1964",1.346592,
"DEU","PPP","TOT","NATUSD","A","1965",1.358786,
"DEU","PPP","TOT","NATUSD","A","1966",1.358207,
